                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.64409,                0.42353,                0.87668,                0.79787,                      1,                0.94175,                0.54347,                 1.4967,                 0.6904,                 1.3573,              0.0009704,              0.0009704,              0.0009704
                    158,                 0.6192,                0.40668,                 0.8639,                0.88149,                0.93015,                 0.9368,                0.55391,                 1.5337,                0.73667,                 1.3719,              0.0009638,              0.0009638,              0.0009638
                    159,                0.62442,                0.41736,                0.88394,                 0.8781,                 0.9375,                 0.9347,                0.58454,                 1.4629,                0.76099,                 1.2945,              0.0009572,              0.0009572,              0.0009572
                    160,                0.62384,                0.43573,                0.88488,                0.87855,                 0.9375,                0.92014,                0.57839,                 1.4438,                0.72076,                 1.2917,              0.0009506,              0.0009506,              0.0009506
                    161,                0.59445,                0.41871,                0.86595,                0.87833,                 0.9375,                0.92388,                0.59741,                 1.3787,                0.65991,                 1.2881,               0.000944,               0.000944,               0.000944
                    162,                 0.5848,                0.40642,                0.86348,                  0.926,                 0.9375,                0.93563,                0.62149,                 1.3157,                0.63858,                 1.2306,              0.0009374,              0.0009374,              0.0009374
                    163,                0.62448,                0.42994,                0.85296,                0.93724,                0.93361,                0.92571,                0.60294,                 1.3949,                0.64998,                  1.288,              0.0009308,              0.0009308,              0.0009308
                    164,                0.63271,                0.42542,                0.84798,                0.92711,                      1,                0.97676,                0.58221,                 1.3933,                0.65236,                 1.2931,              0.0009242,              0.0009242,              0.0009242
                    165,                0.62119,                0.40545,                0.84599,                0.94011,                      1,                0.98029,                0.60477,                 1.3575,                0.62134,                 1.2573,              0.0009176,              0.0009176,              0.0009176
                    166,                0.63893,                0.41047,                0.85768,                0.93285,                0.86871,                0.96233,                0.56247,                 1.3996,                0.63663,                 1.3272,               0.000911,               0.000911,               0.000911
                    167,                0.63744,                 0.4195,                0.86887,                0.79698,                0.98204,                0.95475,                0.60474,                 1.3079,                0.60732,                 1.2817,              0.0009044,              0.0009044,              0.0009044
                    168,                0.65114,                 0.4311,                0.87062,                 0.9331,                 0.9375,                0.97365,                0.63009,                 1.2953,                0.60895,                 1.2304,              0.0008978,              0.0008978,              0.0008978
                    169,                0.59057,                 0.4036,                0.86119,                0.92647,                 0.9375,                0.97271,                0.61558,                   1.35,                0.60755,                  1.232,              0.0008912,              0.0008912,              0.0008912
                    170,                0.58865,                0.38899,                0.85877,                0.93704,                0.93058,                0.96363,                0.60939,                 1.2815,                 0.6049,                 1.2305,              0.0008846,              0.0008846,              0.0008846
                    171,                0.62378,                0.40493,                0.86712,                0.92743,                 0.9375,                0.96615,                0.59605,                 1.3536,                0.63073,                 1.2701,               0.000878,               0.000878,               0.000878
                    172,                0.60729,                0.40554,                0.85615,                0.93226,                 0.9375,                0.97646,                0.62165,                 1.2904,                0.58687,                 1.2981,              0.0008714,              0.0008714,              0.0008714
                    173,                0.61328,                0.41602,                0.87138,                0.93712,                 0.9375,                0.97365,                0.61681,                 1.3133,                0.61292,                 1.3285,              0.0008648,              0.0008648,              0.0008648
                    174,                0.57916,                0.39018,                0.85776,                0.93733,                0.93494,                0.96884,                0.58427,                 1.4116,                  0.681,                 1.3574,              0.0008582,              0.0008582,              0.0008582
                    175,                0.56828,                 0.3991,                0.85999,                0.93733,                0.93488,                0.96313,                0.59378,                 1.3923,                0.67732,                 1.3457,              0.0008516,              0.0008516,              0.0008516
                    176,                0.58717,                0.39207,                 0.8386,                0.93275,                 0.9375,                0.95623,                0.57554,                 1.3507,                0.66404,                 1.3047,               0.000845,               0.000845,               0.000845
                    177,                0.62298,                0.41334,                0.85341,                 0.9371,                0.93156,                0.96884,                 0.6144,                 1.3836,                0.65058,                  1.334,              0.0008384,              0.0008384,              0.0008384
                    178,                0.60597,                0.40088,                0.85236,                0.92481,                 0.9375,                0.95868,                0.64074,                 1.2842,                0.64524,                  1.257,              0.0008318,              0.0008318,              0.0008318
                    179,                0.57708,                 0.3967,                0.85567,                 0.9374,                0.93606,                0.94847,                0.63844,                 1.2921,                0.64968,                 1.2415,              0.0008252,              0.0008252,              0.0008252
                    180,                0.57087,                0.39055,                0.85113,                0.87652,                 0.9375,                0.93367,                0.60655,                 1.3877,                0.64771,                 1.2801,              0.0008186,              0.0008186,              0.0008186
                    181,                0.56528,                0.39027,                0.86336,                0.93134,                 0.9375,                0.94277,                0.58528,                 1.4021,                0.64532,                 1.2987,               0.000812,               0.000812,               0.000812
                    182,                0.58036,                0.40053,                0.86386,                0.93715,                 0.9375,                0.94417,                0.58233,                 1.4058,                0.61938,                 1.3357,              0.0008054,              0.0008054,              0.0008054
                    183,                0.58982,                 0.3918,                0.86171,                0.92963,                 0.9375,                0.94112,                0.56899,                 1.4251,                0.58748,                  1.351,              0.0007988,              0.0007988,              0.0007988
                    184,                0.56402,                0.38721,                0.84811,                0.93724,                0.93366,                0.94221,                0.55519,                 1.4351,                0.56235,                 1.3778,              0.0007922,              0.0007922,              0.0007922
                    185,                0.57786,                0.37971,                0.85072,                0.93703,                0.93047,                0.97646,                0.56321,                 1.4132,                0.61338,                 1.3714,              0.0007856,              0.0007856,              0.0007856
                    186,                0.59458,                0.38353,                0.87368,                0.93718,                0.93265,                0.97271,                0.58075,                 1.3719,                0.62746,                 1.3108,               0.000779,               0.000779,               0.000779
                    187,                0.59405,                0.39196,                0.84191,                0.92565,                 0.9375,                0.94532,                0.60602,                 1.3884,                0.66199,                 1.3282,              0.0007724,              0.0007724,              0.0007724
                    188,                0.56499,                 0.3906,                0.84483,                0.92912,                 0.9375,                0.93542,                0.61725,                 1.3812,                0.66271,                 1.3274,              0.0007658,              0.0007658,              0.0007658
                    189,                0.59194,                0.37632,                0.85858,                0.93639,                 0.9375,                0.93542,                0.61237,                 1.3444,                0.66621,                 1.3131,              0.0007592,              0.0007592,              0.0007592
                    190,                0.57853,                0.38546,                0.85586,                0.93723,                 0.9334,                0.94133,                 0.6385,                 1.2466,                0.63567,                 1.2677,              0.0007526,              0.0007526,              0.0007526
                    191,                0.55068,                0.37394,                0.84089,                0.98228,                  0.875,                0.93745,                0.63391,                 1.2582,                0.63316,                 1.2743,               0.000746,               0.000746,               0.000746
                    192,                0.59728,                0.38736,                0.85751,                0.93706,                0.93093,                0.94041,                0.63969,                 1.2938,                 0.6555,                 1.3004,              0.0007394,              0.0007394,              0.0007394
                    193,                0.56797,                0.36976,                0.85185,                0.93735,                0.93519,                0.94903,                 0.6228,                 1.3817,                0.64994,                 1.3452,              0.0007328,              0.0007328,              0.0007328
                    194,                0.54035,                 0.3625,                0.85626,                0.93742,                 0.9363,                0.94113,                0.60926,                 1.3794,                0.61687,                 1.3512,              0.0007262,              0.0007262,              0.0007262
                    195,                0.57429,                0.37552,                0.84463,                0.93738,                0.93574,                0.94175,                0.60107,                 1.3601,                0.59049,                 1.3742,              0.0007196,              0.0007196,              0.0007196
                    196,                0.55104,                0.37054,                0.85556,                0.93488,                 0.9375,                0.95659,                0.61573,                 1.3761,                0.65806,                 1.3492,               0.000713,               0.000713,               0.000713
                    197,                0.55053,                0.37091,                0.83307,                0.92386,                 0.9375,                0.95345,                0.62804,                   1.39,                0.70453,                 1.3835,              0.0007064,              0.0007064,              0.0007064
                    198,                0.55471,                0.37104,                0.84206,                0.89766,                 0.9375,                0.93619,                0.59242,                 1.4032,                0.71368,                 1.3745,              0.0006998,              0.0006998,              0.0006998
                    199,                0.57496,                0.38372,                0.84367,                 0.9254,                 0.9375,                0.93925,                0.58693,                 1.4001,                0.66971,                 1.3517,              0.0006932,              0.0006932,              0.0006932
                    200,                0.55246,                0.37889,                0.84748,                0.93285,                 0.9375,                0.95868,                0.60854,                 1.4304,                0.59584,                 1.3604,              0.0006866,              0.0006866,              0.0006866
                    201,                0.53874,                0.37821,                0.85916,                0.93261,                 0.9375,                0.97125,                0.61981,                 1.3546,                 0.5667,                 1.3164,                0.00068,                0.00068,                0.00068
                    202,                0.55469,                0.36629,                0.85957,                0.94087,                0.99478,                0.98794,                0.63923,                 1.3343,                0.57561,                 1.3029,              0.0006734,              0.0006734,              0.0006734
                    203,                0.54382,                0.37189,                0.86264,                0.94085,                0.99443,                0.98794,                 0.6458,                 1.4144,                0.60897,                 1.3599,              0.0006668,              0.0006668,              0.0006668
                    204,                0.53641,                0.35661,                0.84776,                0.94064,                0.99085,                0.98794,                0.63246,                 1.4174,                0.62141,                 1.3589,              0.0006602,              0.0006602,              0.0006602
                    205,                0.53081,                0.35979,                0.83172,                0.94015,                0.98248,                0.98794,                0.64685,                 1.4233,                0.64212,                 1.3567,              0.0006536,              0.0006536,              0.0006536
                    206,                0.51276,                0.34877,                0.83191,                0.93735,                 0.9353,                0.97696,                0.61818,                 1.4479,                0.66848,                 1.3764,               0.000647,               0.000647,               0.000647
                    207,                0.54745,                0.36629,                0.84289,                 0.9373,                 0.9375,                0.97489,                0.62665,                 1.4243,                0.68123,                 1.3605,              0.0006404,              0.0006404,              0.0006404
                    208,                0.53686,                 0.3769,                0.84224,                0.93551,                 0.9375,                0.96924,                0.61739,                 1.3857,                0.67599,                 1.3411,              0.0006338,              0.0006338,              0.0006338
                    209,                0.51421,                0.34242,                0.83108,                 0.9409,                0.99526,                0.98794,                0.61966,                 1.3864,                0.64076,                 1.3629,              0.0006272,              0.0006272,              0.0006272
                    210,                0.54481,                0.35628,                0.83383,                0.93391,                 0.9375,                0.97925,                0.63002,                  1.326,                0.61371,                 1.3389,              0.0006206,              0.0006206,              0.0006206
                    211,                0.54413,                0.35942,                0.84018,                0.93602,                 0.9375,                  0.949,                0.63055,                 1.3375,                0.63402,                 1.3476,               0.000614,               0.000614,               0.000614
                    212,                0.52155,                0.35119,                 0.8337,                0.93734,                 0.9375,                  0.983,                0.62933,                  1.358,                0.61037,                 1.3313,              0.0006074,              0.0006074,              0.0006074
                    213,                0.53936,                0.37118,                0.83841,                0.93444,                 0.9375,                0.97299,                0.62306,                 1.3005,                0.63481,                 1.3118,              0.0006008,              0.0006008,              0.0006008
                    214,                0.51362,                0.36052,                 0.8236,                0.93374,                 0.9375,                 0.9699,                0.60421,                 1.3376,                0.64453,                  1.331,              0.0005942,              0.0005942,              0.0005942
                    215,                 0.5049,                0.35459,                0.83576,                0.93421,                 0.9375,                0.97365,                 0.5875,                 1.3317,                0.62868,                 1.3262,              0.0005876,              0.0005876,              0.0005876
                    216,                0.53653,                0.36928,                 0.8588,                0.93406,                 0.9375,                0.97271,                0.59063,                 1.3625,                0.63694,                 1.3569,               0.000581,               0.000581,               0.000581
                    217,                0.54261,                0.34833,                0.83273,                0.93417,                 0.9375,                0.97646,                  0.568,                 1.4105,                0.66432,                 1.4111,              0.0005744,              0.0005744,              0.0005744
                    218,                0.53105,                0.35724,                0.83987,                0.90865,                 0.9375,                0.97321,                0.58771,                 1.4207,                 0.6274,                  1.414,              0.0005678,              0.0005678,              0.0005678
                    219,                0.49973,                0.34363,                0.85181,                0.92518,                 0.9375,                0.97113,                0.58147,                 1.3965,                 0.6075,                 1.3749,              0.0005612,              0.0005612,              0.0005612
                    220,                0.50801,                0.34504,                0.84008,                 0.9341,                 0.9375,                0.98458,                0.63705,                 1.3352,                0.57253,                 1.3036,              0.0005546,              0.0005546,              0.0005546
                    221,                0.49303,                0.34495,                0.83618,                0.94078,                0.99323,                0.98794,                0.62241,                 1.3001,                0.53613,                 1.2812,               0.000548,               0.000548,               0.000548
                    222,                 0.5285,                0.34102,                0.83619,                 0.9408,                0.99364,                0.98794,                0.65494,                 1.2521,                0.51472,                 1.2706,              0.0005414,              0.0005414,              0.0005414
                    223,                0.49307,                0.35131,                0.84384,                0.94074,                0.99262,                0.99147,                 0.6445,                 1.2686,                 0.5203,                 1.2918,              0.0005348,              0.0005348,              0.0005348
                    224,                0.50114,                0.33606,                0.82299,                0.98787,                 0.9375,                0.97864,                0.65665,                 1.2982,                 0.5684,                 1.3134,              0.0005282,              0.0005282,              0.0005282
                    225,                0.49883,                0.34885,                 0.8414,                0.98136,                 0.9375,                0.96929,                0.63292,                 1.3171,                 0.5952,                  1.307,              0.0005216,              0.0005216,              0.0005216
                    226,                0.46859,                0.33179,                0.84082,                0.91592,                 0.9375,                0.93429,                0.60983,                 1.3312,                0.61548,                 1.3214,               0.000515,               0.000515,               0.000515
                    227,                0.49732,                 0.3399,                0.82583,                0.90658,                 0.9375,                0.93501,                0.59961,                  1.363,                0.63567,                 1.3389,              0.0005084,              0.0005084,              0.0005084
                    228,                0.49317,                0.35952,                0.84297,                0.93734,                0.93509,                0.93754,                0.62138,                 1.3825,                0.61253,                 1.3387,              0.0005018,              0.0005018,              0.0005018
                    229,                 0.4995,                0.33946,                0.84064,                0.92493,                 0.9375,                0.96965,                 0.6406,                 1.3626,                0.59318,                 1.3441,              0.0004952,              0.0004952,              0.0004952
                    230,                0.52244,                0.34477,                0.83387,                0.93394,                 0.9375,                0.97803,                0.64257,                 1.3439,                0.57659,                 1.3514,              0.0004886,              0.0004886,              0.0004886
                    231,                0.49787,                0.34655,                0.83592,                0.93408,                 0.9375,                0.97114,                0.64666,                 1.3175,                0.55407,                 1.3356,               0.000482,               0.000482,               0.000482
                    232,                0.50798,                0.33426,                0.83638,                0.93341,                 0.9375,                0.94979,                0.64243,                 1.3207,                0.58467,                 1.3343,              0.0004754,              0.0004754,              0.0004754
                    233,                0.49508,                0.32989,                0.82689,                0.93321,                 0.9375,                 0.9415,                0.64899,                 1.2899,                0.59688,                 1.3128,              0.0004688,              0.0004688,              0.0004688
                    234,                0.49953,                0.33059,                0.84381,                  0.933,                 0.9375,                0.94385,                0.65852,                 1.2632,                0.61391,                 1.2831,              0.0004622,              0.0004622,              0.0004622
                    235,                0.48776,                0.32782,                0.83435,                0.93506,                 0.9375,                  0.947,                0.63806,                  1.286,                0.62652,                 1.3035,              0.0004556,              0.0004556,              0.0004556
                    236,                0.47165,                0.32677,                0.82344,                0.93282,                 0.9375,                0.94325,                0.64806,                 1.2804,                0.61184,                 1.3071,               0.000449,               0.000449,               0.000449
                    237,                0.47305,                0.31673,                0.80945,                0.93284,                 0.9375,                0.94487,                0.63696,                 1.2701,                0.60071,                 1.2975,              0.0004424,              0.0004424,              0.0004424
                    238,                0.46119,                 0.3208,                0.82386,                0.93489,                 0.9375,                0.94525,                0.63605,                 1.3213,                0.60517,                 1.3199,              0.0004358,              0.0004358,              0.0004358
                    239,                 0.4664,                0.32463,                0.82323,                0.93738,                 0.9375,                0.94525,                0.63189,                 1.3131,                0.58292,                 1.3256,              0.0004292,              0.0004292,              0.0004292
                    240,                0.48386,                0.33499,                0.85018,                0.93554,                 0.9375,                 0.9443,                 0.6505,                 1.3155,                0.60057,                 1.3287,              0.0004226,              0.0004226,              0.0004226
                    241,                0.47462,                0.34024,                 0.8194,                 0.9346,                 0.9375,                0.94617,                0.64429,                 1.3358,                0.60668,                 1.3447,               0.000416,               0.000416,               0.000416
                    242,                0.45101,                0.30937,                0.81136,                0.93434,                 0.9375,                0.95041,                0.65396,                 1.3332,                0.57848,                 1.3501,              0.0004094,              0.0004094,              0.0004094
                    243,                 0.4656,                0.33179,                0.81672,                0.93446,                 0.9375,                0.95525,                0.66118,                 1.2933,                0.57381,                 1.3392,              0.0004028,              0.0004028,              0.0004028
                    244,                0.47149,                0.32495,                0.83421,                0.93528,                 0.9375,                0.95525,                0.68436,                 1.2419,                0.54565,                 1.3173,              0.0003962,              0.0003962,              0.0003962
                    245,                0.47834,                0.31819,                0.84758,                0.93749,                0.93735,                0.95645,                0.68091,                 1.2562,                0.53734,                 1.3323,              0.0003896,              0.0003896,              0.0003896
                    246,                0.47119,                0.31922,                0.83591,                0.93516,                 0.9375,                0.97696,                0.67553,                 1.2779,                0.57192,                 1.3445,               0.000383,               0.000383,               0.000383
                    247,                0.47767,                0.33765,                0.84274,                0.93398,                 0.9375,                0.97925,                0.66153,                 1.2821,                0.58631,                 1.3348,              0.0003764,              0.0003764,              0.0003764
                    248,                0.47165,                0.32772,                0.84247,                0.93338,                 0.9375,                0.97696,                 0.6605,                 1.2577,                0.58755,                  1.332,              0.0003698,              0.0003698,              0.0003698
                    249,                0.46886,                0.31436,                0.84166,                0.93365,                 0.9375,                0.97489,                0.65277,                 1.2553,                0.59787,                 1.3201,              0.0003632,              0.0003632,              0.0003632
                    250,                0.45506,                0.31083,                0.83724,                0.93408,                 0.9375,                0.96924,                0.63937,                 1.2916,                0.59159,                 1.3217,              0.0003566,              0.0003566,              0.0003566
                    251,                0.45773,                0.32553,                0.82683,                0.93453,                 0.9375,                 0.9659,                 0.6408,                 1.2877,                0.59049,                 1.3247,                0.00035,                0.00035,                0.00035
                    252,                0.43283,                0.30498,                0.80712,                0.93568,                 0.9375,                0.96179,                0.63764,                 1.2828,                0.57786,                 1.3336,              0.0003434,              0.0003434,              0.0003434
                    253,                0.47471,                0.31857,                0.83133,                0.93518,                 0.9375,                0.96554,                 0.6507,                 1.2893,                0.57697,                 1.3581,              0.0003368,              0.0003368,              0.0003368
                    254,                 0.4594,                0.32218,                0.81327,                 0.9363,                 0.9375,                0.96034,                0.66957,                 1.2788,                0.60084,                  1.359,              0.0003302,              0.0003302,              0.0003302
                    255,                0.46854,                0.31357,                0.83588,                0.93738,                0.93573,                 0.9575,                0.65896,                 1.2774,                0.62831,                 1.3436,              0.0003236,              0.0003236,              0.0003236
                    256,                0.47649,                0.33085,                0.83035,                0.93716,                0.93237,                 0.9595,                0.64361,                 1.2764,                0.66996,                 1.3213,               0.000317,               0.000317,               0.000317
                    257,                0.43337,                0.31297,                0.81025,                0.88152,                0.93042,                0.94194,                0.63637,                  1.306,                0.67373,                 1.3283,              0.0003104,              0.0003104,              0.0003104
                    258,                0.42632,                 0.3034,                0.82959,                0.88205,                0.93493,                0.94218,                0.64816,                 1.3476,                0.68407,                 1.3397,              0.0003038,              0.0003038,              0.0003038
                    259,                 0.4496,                0.31092,                0.82098,                0.87911,                 0.9375,                0.96291,                0.65354,                 1.3366,                0.67144,                 1.3352,              0.0002972,              0.0002972,              0.0002972
                    260,                 0.4526,                0.31729,                0.80761,                0.93749,                0.93741,                0.97646,                0.65081,                 1.3255,                0.63053,                 1.3329,              0.0002906,              0.0002906,              0.0002906
                    261,                0.44533,                0.31454,                0.81959,                0.93187,                 0.9375,                0.97365,                0.64859,                 1.3265,                0.61208,                 1.3551,               0.000284,               0.000284,               0.000284
                    262,                0.45417,                0.30834,                0.82711,                0.93281,                 0.9375,                0.98083,                0.65274,                 1.3152,                0.60028,                  1.356,              0.0002774,              0.0002774,              0.0002774
                    263,                0.47491,                0.32205,                0.83685,                0.94074,                0.99261,                0.98441,                0.65601,                 1.2968,                0.59533,                 1.3457,              0.0002708,              0.0002708,              0.0002708
                    264,                0.45357,                0.30429,                0.82591,                0.94077,                0.99314,                0.98441,                0.66418,                 1.2844,                0.58908,                 1.3433,              0.0002642,              0.0002642,              0.0002642
                    265,                0.41676,                0.30542,                0.81563,                 0.9408,                0.99359,                0.98441,                0.66277,                 1.2816,                0.57978,                 1.3443,              0.0002576,              0.0002576,              0.0002576
                    266,                0.43295,                0.30312,                0.81689,                0.93454,                 0.9375,                0.97646,                0.66004,                 1.3008,                0.58232,                 1.3431,               0.000251,               0.000251,               0.000251
                    267,                0.42305,                0.29621,                0.84279,                0.94093,                0.99579,                0.98029,                 0.6616,                 1.3009,                0.56761,                  1.325,              0.0002444,              0.0002444,              0.0002444
                    268,                0.42641,                0.30057,                0.80638,                0.93832,                      1,                0.98029,                0.65429,                 1.2957,                0.57066,                 1.3037,              0.0002378,              0.0002378,              0.0002378
                    269,                0.44424,                0.32152,                0.82507,                0.94085,                0.99445,                0.98029,                0.65751,                 1.2828,                 0.5637,                 1.3041,              0.0002312,              0.0002312,              0.0002312
                    270,                0.42784,                0.29699,                0.82209,                0.94076,                0.99293,                0.98441,                0.65305,                 1.2825,                0.56268,                 1.3113,              0.0002246,              0.0002246,              0.0002246
                    271,                0.42563,                0.29798,                0.81318,                0.93534,                 0.9375,                0.98083,                0.65172,                 1.2832,                0.57452,                 1.3152,               0.000218,               0.000218,               0.000218
                    272,                0.41864,                0.29886,                0.82229,                0.93731,                 0.9346,                0.98083,                0.64819,                 1.2757,                0.57413,                 1.3233,              0.0002114,              0.0002114,              0.0002114
                    273,                 0.4227,                0.29969,                0.81915,                0.93724,                0.93365,                0.98458,                0.66173,                 1.2784,                0.57336,                 1.3215,              0.0002048,              0.0002048,              0.0002048
                    274,                 0.4303,                0.30013,                0.84266,                0.93721,                0.93309,                0.98458,                0.64974,                 1.2955,                0.55778,                  1.324,              0.0001982,              0.0001982,              0.0001982
                    275,                0.44086,                0.29637,                0.82088,                0.93722,                0.93334,                0.98458,                0.65212,                 1.3138,                0.56585,                 1.3346,              0.0001916,              0.0001916,              0.0001916
                    276,                0.41053,                0.29314,                0.81761,                0.93728,                0.93425,                0.98458,                0.66177,                 1.3149,                0.58778,                 1.3455,               0.000185,               0.000185,               0.000185
                    277,                0.41603,                0.29256,                0.82076,                0.93734,                0.93503,                0.98458,                0.66685,                 1.2994,                0.59514,                 1.3444,              0.0001784,              0.0001784,              0.0001784
                    278,                0.43242,                0.29648,                0.80167,                0.93742,                0.93631,                0.98458,                0.66611,                 1.3058,                0.57934,                 1.3508,              0.0001718,              0.0001718,              0.0001718
                    279,                0.38551,                0.28755,                0.82225,                0.93717,                 0.9375,                0.98458,                0.67852,                 1.3082,                0.57381,                 1.3494,              0.0001652,              0.0001652,              0.0001652
                    280,                0.41836,                0.29555,                0.81736,                0.93613,                 0.9375,                0.98458,                0.66286,                 1.3123,                0.57199,                 1.3464,              0.0001586,              0.0001586,              0.0001586
                    281,                0.42755,                0.30023,                0.82046,                 0.9364,                 0.9375,                0.98458,                0.65754,                  1.309,                0.58108,                 1.3506,               0.000152,               0.000152,               0.000152
                    282,                 0.3959,                0.28395,                0.81165,                0.93748,                0.93721,                0.98458,                0.66045,                 1.3081,                0.56429,                 1.3587,              0.0001454,              0.0001454,              0.0001454
                    283,                0.43213,                0.29695,                0.82392,                0.93741,                0.93616,                0.98458,                0.66155,                 1.3099,                0.56757,                 1.3674,              0.0001388,              0.0001388,              0.0001388
                    284,                0.45544,                0.30395,                0.82308,                0.93736,                0.93535,                0.98458,                0.65663,                 1.3118,                0.55037,                 1.3602,              0.0001322,              0.0001322,              0.0001322
                    285,                0.39365,                0.28487,                 0.8011,                0.93732,                0.93474,                0.94992,                0.66869,                 1.3051,                0.55621,                 1.3549,              0.0001256,              0.0001256,              0.0001256
                    286,                0.41226,                0.29193,                0.82356,                 0.9373,                0.93449,                0.98458,                0.66191,                 1.2699,                0.55395,                 1.3301,               0.000119,               0.000119,               0.000119
                    287,                0.41459,                0.29661,                0.82291,                0.93732,                0.93487,                0.97925,                0.66066,                 1.2651,                 0.5506,                 1.3247,              0.0001124,              0.0001124,              0.0001124
                    288,                0.41139,                0.27928,                0.81291,                0.93735,                0.93527,                0.98178,                0.66534,                 1.2833,                0.54954,                 1.3312,              0.0001058,              0.0001058,              0.0001058
                    289,                0.40752,                0.30038,                0.82263,                0.93736,                0.93535,                0.98178,                0.66081,                 1.2992,                0.56503,                 1.3377,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                 0.4305,                 0.2972,                 0.8233,                0.93737,                 0.9356,                0.97925,                0.65818,                 1.2879,                0.55687,                 1.3338,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.37601,                0.27425,                0.80334,                 0.9375,                0.93748,                0.97925,                0.66561,                 1.2861,                0.56659,                 1.3224,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.35823,                0.25368,                0.78543,                0.93549,                 0.9375,                0.97925,                0.67663,                 1.2782,                0.56464,                 1.3124,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.38021,                0.27463,                0.79155,                0.93485,                 0.9375,                0.97696,                0.67453,                 1.2823,                0.55423,                 1.3099,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.35155,                0.25223,                 0.8096,                0.93438,                 0.9375,                0.97696,                0.66915,                 1.2776,                0.56172,                 1.3045,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.36585,                0.26679,                0.80802,                0.93424,                 0.9375,                 0.9755,                 0.6667,                  1.284,                0.56882,                 1.3074,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.38182,                0.26864,                0.79383,                0.93445,                 0.9375,                0.97803,                0.66005,                  1.296,                0.58477,                 1.3158,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                 0.3682,                0.26685,                0.77438,                0.93378,                 0.9375,                 0.9755,                 0.6657,                  1.301,                0.58599,                 1.3193,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.34273,                0.25012,                0.79489,                0.93362,                 0.9375,                0.97803,                0.65462,                 1.3041,                0.58797,                  1.324,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                0.36894,                 0.2672,                0.79242,                 0.9334,                 0.9375,                0.97803,                0.65538,                 1.3055,                0.58866,                 1.3229,               3.32e-05,               3.32e-05,               3.32e-05
                    300,                0.32857,                0.24399,                0.77296,                0.93282,                 0.9375,                0.97803,                0.64417,                 1.3081,                0.58465,                 1.3229,               2.66e-05,               2.66e-05,               2.66e-05
