                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.3477,                 1.2668,                  1.147,                0.70491,                   0.75,                0.74345,                0.40396,                 1.6862,                 1.8106,                 1.4739,              0.0018944,              0.0018944,              0.0018944
                     18,                 1.2841,                  1.187,                 1.1112,                0.68581,                0.81882,                0.79824,                 0.4343,                   1.68,                  1.483,                  1.575,              0.0018878,              0.0018878,              0.0018878
                     19,                 1.3282,                  1.152,                 1.1039,                0.72087,                   0.75,                0.77191,                0.44255,                 1.5955,                 1.5228,                 1.5996,              0.0018812,              0.0018812,              0.0018812
                     20,                 1.2505,                 1.0604,                 1.0734,                0.97381,                 0.6875,                 0.8008,                0.36242,                  1.763,                 1.5708,                 1.5859,              0.0018746,              0.0018746,              0.0018746
                     21,                 1.3128,                 1.0414,                  1.093,                0.49122,                 0.6875,                0.55325,                0.24659,                 1.6319,                 1.9807,                 1.4144,               0.001868,               0.001868,               0.001868
                     22,                 1.2545,                 1.0218,                 1.0494,                0.83895,                  0.625,                0.79298,                0.39932,                 1.7185,                 1.3329,                 1.5248,              0.0018614,              0.0018614,              0.0018614
                     23,                  1.167,                 1.0122,                 1.0537,                0.77417,                0.85776,                0.85195,                0.44481,                 1.7174,                 1.2461,                 1.5004,              0.0018548,              0.0018548,              0.0018548
                     24,                 1.2043,                 1.0193,                 1.1046,                0.87362,                0.86462,                0.90072,                0.45771,                 1.6677,                 1.2648,                  1.414,              0.0018482,              0.0018482,              0.0018482
                     25,                 1.2053,                0.95008,                 1.0607,                0.92334,                  0.875,                 0.9061,                0.49006,                 1.6839,                 1.1189,                 1.4139,              0.0018416,              0.0018416,              0.0018416
                     26,                 1.1906,                0.93754,                 1.0839,                 0.8474,                 0.8125,                0.85243,                0.47838,                 1.5637,                 1.3396,                 1.2981,               0.001835,               0.001835,               0.001835
                     27,                 1.1619,                0.93481,                 1.0638,                0.81901,                  0.875,                0.88019,                 0.5146,                 1.4679,                 1.0512,                 1.2578,              0.0018284,              0.0018284,              0.0018284
                     28,                 1.1636,                0.83676,                 1.0528,                0.81489,                  0.875,                0.85675,                0.46244,                 1.6609,                 1.0039,                 1.4073,              0.0018218,              0.0018218,              0.0018218
                     29,                 1.1618,                0.89415,                 1.0956,                0.91112,                  0.875,                0.89647,                0.52257,                 1.4631,                 1.0187,                 1.1914,              0.0018152,              0.0018152,              0.0018152
                     30,                 1.1765,                0.85673,                 1.0315,                0.88092,                0.92534,                0.91394,                0.44354,                 1.6862,                 1.1056,                 1.4412,              0.0018086,              0.0018086,              0.0018086
                     31,                 1.1981,                0.88676,                 1.0666,                0.87819,                 0.9021,                0.94194,                0.50295,                 1.4747,                 1.1734,                 1.3406,               0.001802,               0.001802,               0.001802
                     32,                  1.114,                0.85524,                 1.0652,                0.90553,                 0.8125,                0.86945,                0.49741,                 1.6095,                0.95553,                 1.4277,              0.0017954,              0.0017954,              0.0017954
                     33,                 1.1132,                0.84937,                 1.0362,                0.86945,                  0.875,                0.93312,                 0.4504,                 1.7074,                0.92143,                 1.4131,              0.0017888,              0.0017888,              0.0017888
                     34,                 1.0896,                0.78644,                 1.0066,                0.98401,                 0.6875,                0.83485,                0.44846,                 1.5885,                0.97925,                 1.3816,              0.0017822,              0.0017822,              0.0017822
                     35,                 1.1333,                0.83047,                 1.0344,                0.90984,                 0.8125,                0.81692,                0.50059,                  1.526,                  1.206,                 1.3358,              0.0017756,              0.0017756,              0.0017756
                     36,                 1.0946,                0.81201,                 1.0442,                 0.8571,                 0.8125,                 0.8174,                0.49801,                 1.4406,                 1.2004,                   1.27,               0.001769,               0.001769,               0.001769
                     37,                 1.0857,                 0.7887,                 1.0274,                0.81227,                0.81136,                0.87587,                0.52948,                 1.5105,                0.98065,                 1.3079,              0.0017624,              0.0017624,              0.0017624
                     38,                 1.0739,                0.77757,                 1.0101,                      1,                0.80205,                0.90579,                0.56395,                  1.456,                0.85406,                 1.3615,              0.0017558,              0.0017558,              0.0017558
                     39,                 1.0549,                0.76341,                 1.0073,                0.77019,                  0.875,                0.86938,                0.51309,                 1.5146,                0.92363,                 1.3482,              0.0017492,              0.0017492,              0.0017492
                     40,                 1.0338,                0.77587,                 1.0032,                0.78658,                0.92204,                0.88423,                0.44346,                 1.6206,                0.94421,                 1.4153,              0.0017426,              0.0017426,              0.0017426
                     41,                 1.0505,                0.75971,                 1.0073,                0.78526,                  0.875,                0.90594,                 0.4953,                 1.5419,                0.83255,                 1.3502,               0.001736,               0.001736,               0.001736
                     42,                0.99433,                0.71824,                 1.0059,                 0.8766,                 0.9375,                0.93445,                0.49922,                 1.4764,                0.88485,                 1.3173,              0.0017294,              0.0017294,              0.0017294
                     43,                0.97865,                0.70081,                0.96277,                0.79599,                0.97617,                0.92993,                0.47546,                 1.6163,                 0.9257,                 1.3798,              0.0017228,              0.0017228,              0.0017228
                     44,                0.95617,                0.64235,                0.96724,                  0.919,                 0.8125,                0.87716,                0.47341,                  1.642,                0.88968,                 1.3312,              0.0017162,              0.0017162,              0.0017162
                     45,                 1.0734,                0.73707,                 1.0188,                0.87868,                   0.75,                0.86508,                0.37687,                 1.7888,                0.99776,                 1.5305,              0.0017096,              0.0017096,              0.0017096
                     46,                0.99746,                0.67184,                0.99528,                0.86567,                 0.9375,                0.93785,                0.51437,                 1.6579,                0.84337,                 1.4515,               0.001703,               0.001703,               0.001703
                     47,                 1.0659,                0.70129,                  1.018,                0.92399,                  0.875,                 0.9491,                 0.5205,                 1.5541,                0.83316,                 1.3779,              0.0016964,              0.0016964,              0.0016964
                     48,                0.97684,                0.66756,                 1.0075,                0.93703,                0.93042,                0.97113,                0.53483,                 1.5339,                0.75738,                  1.305,              0.0016898,              0.0016898,              0.0016898
                     49,                0.97447,                0.65958,                0.97819,                0.93282,                0.86824,                0.91103,                0.52281,                 1.6221,                0.93379,                 1.3868,              0.0016832,              0.0016832,              0.0016832
                     50,                0.97721,                0.67965,                0.97891,                0.90977,                 0.8125,                0.83743,                0.47371,                 1.7104,                0.95204,                 1.4122,              0.0016766,              0.0016766,              0.0016766
                     51,                0.94668,                0.66357,                0.97932,                0.93104,                  0.875,                0.87323,                0.52662,                 1.5728,                0.79858,                 1.3405,                0.00167,                0.00167,                0.00167
                     52,                0.94925,                0.62574,                0.96605,                0.92828,                  0.875,                0.88824,                 0.5448,                 1.4369,                0.81363,                 1.2916,              0.0016634,              0.0016634,              0.0016634
                     53,                0.98562,                0.63655,                0.97141,                0.93721,                0.93319,                 0.9374,                 0.5713,                 1.3345,                0.77126,                 1.2434,              0.0016568,              0.0016568,              0.0016568
                     54,                 1.0199,                0.65925,                 1.0043,                 0.9374,                  0.936,                0.92867,                0.53954,                 1.4881,                 0.8015,                 1.2929,              0.0016502,              0.0016502,              0.0016502
                     55,                 1.0437,                0.68268,                0.99034,                0.98567,                   0.75,                0.90719,                0.52831,                 1.4269,                0.83934,                 1.2715,              0.0016436,              0.0016436,              0.0016436
                     56,                0.99751,                0.67811,                 1.0031,                0.93697,                0.92954,                 0.9755,                0.54456,                 1.4157,                0.72085,                 1.2997,               0.001637,               0.001637,               0.001637
                     57,                0.93631,                0.63076,                0.96927,                0.91189,                  0.875,                0.94833,                0.53782,                 1.4951,                0.72723,                  1.337,              0.0016304,              0.0016304,              0.0016304
                     58,                 0.9505,                0.62907,                0.96888,                0.93208,                 0.8125,                0.93578,                0.55162,                 1.5629,                0.85779,                 1.3169,              0.0016238,              0.0016238,              0.0016238
                     59,                 0.9447,                0.65409,                0.98856,                 0.9597,                  0.875,                 0.9445,                0.54918,                 1.4677,                0.81131,                 1.2982,              0.0016172,              0.0016172,              0.0016172
                     60,                0.92439,                0.60427,                0.96157,                0.81833,                0.84553,                0.92424,                0.54035,                 1.3699,                 0.8123,                 1.3109,              0.0016106,              0.0016106,              0.0016106
                     61,                  0.878,                 0.6137,                0.97433,                0.89096,                  0.875,                0.96205,                0.56429,                 1.4863,                0.74122,                 1.4027,               0.001604,               0.001604,               0.001604
                     62,                0.96092,                0.63573,                0.96959,                 0.9248,                 0.8125,                0.91761,                0.55785,                 1.3636,                0.73413,                 1.2726,              0.0015974,              0.0015974,              0.0015974
                     63,                0.89897,                0.62697,                0.94279,                0.93202,                0.85772,                  0.893,                0.52651,                  1.512,                0.83603,                  1.303,              0.0015908,              0.0015908,              0.0015908
                     64,                0.87688,                0.60815,                0.93959,                0.82884,                 0.9375,                0.93571,                0.53994,                 1.6234,                0.73438,                 1.4025,              0.0015842,              0.0015842,              0.0015842
                     65,                0.87586,                0.58401,                0.93794,                0.99938,                 0.8125,                0.92351,                0.57904,                 1.4684,                0.69981,                 1.2924,              0.0015776,              0.0015776,              0.0015776
                     66,                0.89442,                0.60253,                0.95938,                0.91703,                  0.875,                0.92423,                0.53537,                 1.5427,                0.81676,                 1.3652,               0.001571,               0.001571,               0.001571
                     67,                0.86572,                0.58141,                0.92161,                0.93627,                0.91905,                 0.9173,                0.56824,                 1.4561,                0.77782,                  1.275,              0.0015644,              0.0015644,              0.0015644
                     68,                0.86338,                0.57803,                0.95024,                0.94462,                  0.875,                0.96486,                0.59438,                 1.4008,                0.70604,                 1.2856,              0.0015578,              0.0015578,              0.0015578
                     69,                0.80732,                0.53549,                0.92015,                0.92099,                  0.875,                 0.9594,                0.60587,                 1.3081,                0.67112,                 1.2554,              0.0015512,              0.0015512,              0.0015512
                     70,                0.89122,                0.58105,                0.94505,                      1,                0.79619,                0.94419,                0.56483,                 1.4772,                0.72912,                 1.3194,              0.0015446,              0.0015446,              0.0015446
                     71,                0.88923,                0.56993,                0.93554,                0.92334,                  0.875,                0.93083,                0.51829,                 1.5332,                0.72475,                 1.3959,               0.001538,               0.001538,               0.001538
                     72,                0.84879,                0.55519,                0.93061,                0.93258,                0.86512,                 0.9132,                0.54377,                 1.5243,                 0.7899,                 1.3624,              0.0015314,              0.0015314,              0.0015314
                     73,                0.88394,                0.60646,                0.93352,                0.78079,                 0.9375,                0.88651,                0.49876,                 1.5536,                0.85127,                 1.3808,              0.0015248,              0.0015248,              0.0015248
                     74,                0.89417,                0.61339,                0.94215,                0.93268,                0.86642,                0.93475,                 0.5489,                 1.4631,                0.75611,                 1.3318,              0.0015182,              0.0015182,              0.0015182
                     75,                0.91496,                0.61733,                0.95193,                0.87147,                   0.75,                0.89785,                0.49033,                 1.4085,                0.88194,                 1.3008,              0.0015116,              0.0015116,              0.0015116
                     76,                0.90673,                0.60734,                0.96128,                0.87349,                 0.9375,                 0.9115,                0.54008,                 1.3982,                0.86912,                 1.2583,               0.001505,               0.001505,               0.001505
                     77,                0.85559,                0.56997,                0.91307,                0.90622,                 0.8125,                0.90669,                0.51195,                 1.5031,                0.92516,                 1.3276,              0.0014984,              0.0014984,              0.0014984
                     78,                0.85208,                0.56714,                0.93429,                0.82314,                0.87279,                0.93547,                0.57098,                 1.3441,                0.80368,                 1.1867,              0.0014918,              0.0014918,              0.0014918
                     79,                0.83242,                0.57106,                0.92255,                0.81444,                  0.875,                0.93794,                0.57145,                 1.3214,                0.72465,                 1.1861,              0.0014852,              0.0014852,              0.0014852
                     80,                0.84155,                 0.5613,                0.95821,                0.93947,                0.97102,                0.98029,                0.58282,                 1.4316,                0.67314,                 1.2204,              0.0014786,              0.0014786,              0.0014786
                     81,                0.84856,                0.55363,                0.92662,                 0.9336,                 0.9375,                0.96509,                 0.5961,                 1.5089,                0.69981,                 1.2936,               0.001472,               0.001472,               0.001472
                     82,                0.85201,                0.57484,                0.94099,                0.92022,                  0.875,                 0.9202,                0.59059,                 1.3432,                0.77403,                 1.2799,              0.0014654,              0.0014654,              0.0014654
                     83,                0.85184,                0.54935,                0.94538,                0.81884,                 0.9375,                0.88156,                0.49827,                 1.3971,                 0.8885,                 1.3169,              0.0014588,              0.0014588,              0.0014588
                     84,                0.81138,                0.56527,                0.91513,                      1,                0.60342,                0.82559,                0.48782,                 1.4842,                0.96633,                 1.3708,              0.0014522,              0.0014522,              0.0014522
                     85,                0.81123,                0.55278,                0.94993,                0.72974,                0.84462,                0.86429,                0.51704,                 1.4397,                0.87003,                 1.3117,              0.0014456,              0.0014456,              0.0014456
                     86,                0.84998,                0.54855,                0.92435,                0.99906,                 0.8125,                0.92197,                0.56788,                 1.4273,                0.71463,                 1.3228,               0.001439,               0.001439,               0.001439
                     87,                0.78294,                0.53138,                0.92519,                0.93146,                  0.875,                0.92703,                0.55369,                 1.3988,                0.78474,                 1.2791,              0.0014324,              0.0014324,              0.0014324
                     88,                0.84022,                0.53888,                0.93163,                      1,                0.87401,                0.92561,                0.56123,                 1.4007,                0.71537,                 1.3037,              0.0014258,              0.0014258,              0.0014258
                     89,                0.77835,                0.51196,                0.93677,                0.97695,                  0.875,                0.90422,                0.51517,                 1.5446,                0.78981,                 1.3345,              0.0014192,              0.0014192,              0.0014192
                     90,                0.83526,                0.52692,                0.92842,                0.93221,                  0.875,                0.88772,                0.54872,                 1.3315,                0.74877,                 1.2184,              0.0014126,              0.0014126,              0.0014126
                     91,                0.80361,                0.53999,                0.92916,                0.92982,                  0.875,                0.87803,                0.53974,                  1.433,                0.83305,                 1.2345,               0.001406,               0.001406,               0.001406
                     92,                0.85266,                 0.5715,                0.93143,                0.87362,                  0.875,                0.85975,                0.48562,                  1.491,                0.91882,                 1.3334,              0.0013994,              0.0013994,              0.0013994
                     93,                0.80238,                0.54601,                0.94174,                 0.9329,                0.86938,                0.89748,                0.50515,                 1.3848,                0.89217,                 1.3382,              0.0013928,              0.0013928,              0.0013928
                     94,                0.78641,                0.51362,                0.92514,                0.93486,                 0.9375,                0.93017,                0.53454,                 1.4613,                0.75955,                 1.3677,              0.0013862,              0.0013862,              0.0013862
                     95,                0.81192,                0.52019,                0.93277,                0.92831,                 0.9375,                0.95409,                0.60167,                 1.3408,                0.67172,                 1.3251,              0.0013796,              0.0013796,              0.0013796
                     96,                0.79896,                0.54905,                0.91799,                0.93719,                0.93282,                0.96738,                0.54357,                 1.4911,                0.69626,                 1.4002,               0.001373,               0.001373,               0.001373
                     97,                0.74518,                0.49131,                0.90389,                0.93744,                0.93657,                0.96884,                0.59024,                 1.4122,                0.71117,                 1.3423,              0.0013664,              0.0013664,              0.0013664
                     98,                0.73609,                 0.4869,                 0.9009,                0.88174,                0.93228,                0.97447,                0.56082,                  1.465,                0.79965,                 1.3989,              0.0013598,              0.0013598,              0.0013598
                     99,                0.74734,                0.48561,                0.89467,                0.88179,                0.93272,                 0.9698,                0.54389,                 1.4127,                0.76011,                 1.3722,              0.0013532,              0.0013532,              0.0013532
                    100,                0.75097,                0.51819,                0.91075,                0.91298,                  0.875,                 0.9594,                0.60022,                 1.3527,                0.74656,                 1.2985,              0.0013466,              0.0013466,              0.0013466
                    101,                0.76524,                0.50276,                0.92572,                0.96797,                 0.8125,                 0.9375,                0.58447,                 1.3754,                0.73414,                 1.3263,                0.00134,                0.00134,                0.00134
                    102,                0.80713,                0.53478,                0.92536,                0.92745,                  0.875,                0.91575,                0.56191,                 1.3723,                0.80437,                 1.3177,              0.0013334,              0.0013334,              0.0013334
                    103,                 0.7658,                0.51664,                0.91648,                 0.9246,                  0.875,                0.92753,                0.57753,                 1.3161,                0.79836,                 1.2656,              0.0013268,              0.0013268,              0.0013268
                    104,                 0.7478,                0.50241,                  0.898,                0.93743,                0.93641,                 0.9675,                0.58768,                 1.3853,                0.66678,                 1.2993,              0.0013202,              0.0013202,              0.0013202
                    105,                0.79756,                0.54047,                0.93066,                0.93517,                 0.9375,                0.94385,                0.57079,                 1.4132,                0.60254,                  1.294,              0.0013136,              0.0013136,              0.0013136
                    106,                0.78147,                0.49943,                0.91197,                0.93322,                 0.9375,                0.96083,                0.52844,                  1.392,                0.64498,                 1.2735,               0.001307,               0.001307,               0.001307
                    107,                0.76105,                0.51912,                0.91515,                0.93417,                 0.9375,                0.95926,                0.50794,                 1.4126,                0.63923,                 1.3462,              0.0013004,              0.0013004,              0.0013004
                    108,                0.75289,                0.51039,                0.91194,                0.93325,                 0.9375,                 0.9675,                0.57191,                 1.3416,                0.63702,                 1.2925,              0.0012938,              0.0012938,              0.0012938
                    109,                0.75181,                0.50712,                0.91598,                0.92403,                  0.875,                0.94934,                0.57905,                 1.3508,                0.66548,                 1.2908,              0.0012872,              0.0012872,              0.0012872
                    110,                0.71474,                0.46739,                0.88986,                      1,                0.81248,                0.93721,                0.53337,                 1.4499,                0.71389,                 1.3306,              0.0012806,              0.0012806,              0.0012806
                    111,                0.72716,                0.48406,                0.88143,                 0.9765,                  0.875,                0.95626,                0.54439,                 1.4609,                0.71673,                 1.3644,               0.001274,               0.001274,               0.001274
                    112,                0.73851,                0.47509,                0.88249,                0.88073,                      1,                0.98458,                0.55981,                 1.5042,                0.67484,                 1.4034,              0.0012674,              0.0012674,              0.0012674
                    113,                0.74023,                 0.4943,                0.89338,                0.93111,                 0.9375,                0.98178,                 0.5536,                 1.4976,                0.66774,                 1.3842,              0.0012608,              0.0012608,              0.0012608
                    114,                0.72427,                0.47367,                0.90286,                0.93635,                 0.9375,                0.96435,                0.53445,                 1.6214,                 0.6868,                 1.4457,              0.0012542,              0.0012542,              0.0012542
                    115,                0.73919,                0.47925,                0.89009,                0.92883,                 0.9375,                0.96435,                0.53676,                 1.6263,                0.67583,                 1.4313,              0.0012476,              0.0012476,              0.0012476
                    116,                0.74574,                0.49137,                0.88971,                0.92419,                      1,                0.98029,                0.56025,                 1.5136,                0.69084,                 1.3368,               0.001241,               0.001241,               0.001241
                    117,                 0.7441,                0.48278,                0.88249,                0.93742,                 0.9363,                 0.9624,                 0.5893,                 1.4029,                 0.7201,                 1.3071,              0.0012344,              0.0012344,              0.0012344
                    118,                0.72964,                0.46439,                0.90132,                 0.9369,                 0.9285,                0.97114,                0.61203,                 1.3491,                0.64376,                 1.2616,              0.0012278,              0.0012278,              0.0012278
                    119,                 0.7053,                0.44692,                 0.9046,                0.93324,                0.87382,                0.94061,                0.57318,                 1.4649,                0.68366,                 1.3618,              0.0012212,              0.0012212,              0.0012212
                    120,                0.71086,                0.46613,                0.90523,                0.92785,                0.80427,                0.92784,                0.56574,                 1.5457,                 0.7366,                 1.3675,              0.0012146,              0.0012146,              0.0012146
                    121,                0.73592,                 0.4651,                0.88724,                0.82536,                 0.9375,                0.94264,                0.56926,                 1.4723,                0.68443,                 1.3428,               0.001208,               0.001208,               0.001208
                    122,                0.67066,                  0.455,                0.89826,                0.86652,                 0.9375,                0.96727,                0.60035,                  1.444,                0.66138,                 1.3422,              0.0012014,              0.0012014,              0.0012014
                    123,                0.75619,                0.47861,                0.89502,                 0.8387,                0.97575,                0.96317,                0.58776,                  1.409,                0.68466,                 1.3472,              0.0011948,              0.0011948,              0.0011948
                    124,                0.76084,                0.48877,                0.90587,                0.92353,                  0.875,                0.95633,                0.56568,                 1.4192,                0.70818,                 1.3561,              0.0011882,              0.0011882,              0.0011882
                    125,                0.71014,                0.49269,                0.89814,                0.88178,                0.93261,                 0.9618,                0.57054,                 1.4419,                0.72961,                 1.3342,              0.0011816,              0.0011816,              0.0011816
                    126,                0.71809,                0.46846,                 0.8871,                0.92342,                  0.875,                0.95964,                0.56295,                 1.5129,                0.67884,                 1.3991,               0.001175,               0.001175,               0.001175
                    127,                0.65871,                0.44824,                0.89383,                  0.939,                 0.8125,                0.92413,                0.56357,                 1.4525,                0.68272,                  1.366,              0.0011684,              0.0011684,              0.0011684
                    128,                0.71841,                0.47838,                0.89096,                      1,                 0.9351,                0.96597,                0.59626,                 1.3849,                0.64291,                 1.3183,              0.0011618,              0.0011618,              0.0011618
                    129,                0.69542,                0.47767,                0.88745,                0.88729,                0.98467,                0.98458,                0.60408,                 1.3455,                0.61937,                 1.3088,              0.0011552,              0.0011552,              0.0011552
                    130,                0.74252,                0.51057,                0.89703,                 0.9373,                0.93449,                0.98458,                0.60133,                 1.4055,                0.58801,                 1.3571,              0.0011486,              0.0011486,              0.0011486
                    131,                0.70063,                0.46803,                0.89438,                      1,                0.93159,                0.96095,                0.58491,                 1.4257,                0.59292,                 1.3755,               0.001142,               0.001142,               0.001142
                    132,                0.67574,                0.44574,                0.87487,                 0.9326,                 0.9375,                0.97696,                0.62481,                 1.4462,                0.61944,                 1.3886,              0.0011354,              0.0011354,              0.0011354
                    133,                0.69946,                0.44456,                0.87323,                0.93533,                 0.9375,                0.97489,                0.60178,                  1.402,                0.61305,                 1.3453,              0.0011288,              0.0011288,              0.0011288
                    134,                0.65758,                0.44161,                0.88544,                0.98125,                  0.875,                0.95794,                0.59047,                  1.357,                0.63622,                 1.3046,              0.0011222,              0.0011222,              0.0011222
                    135,                0.66551,                0.43981,                0.86463,                0.88218,                0.93602,                0.93327,                0.58608,                 1.3989,                0.72366,                 1.3433,              0.0011156,              0.0011156,              0.0011156
                    136,                0.63525,                0.43275,                0.87103,                0.87462,                 0.9375,                0.92556,                0.56399,                 1.4272,                 0.7636,                 1.3595,               0.001109,               0.001109,               0.001109
                    137,                0.66187,                0.42842,                0.87617,                0.93729,                0.93431,                0.92571,                0.57199,                 1.4025,                 0.7565,                 1.3296,              0.0011024,              0.0011024,              0.0011024
                    138,                0.69406,                0.44821,                 0.8904,                0.93703,                0.93051,                0.92375,                0.59199,                 1.4217,                0.70741,                 1.3215,              0.0010958,              0.0010958,              0.0010958
                    139,                0.65813,                0.42123,                0.86346,                0.93092,                  0.875,                0.91734,                0.58151,                 1.3549,                0.74851,                 1.3102,              0.0010892,              0.0010892,              0.0010892
                    140,                0.66566,                0.42719,                0.88103,                0.92872,                  0.875,                0.92146,                 0.5555,                 1.4079,                0.75984,                 1.3844,              0.0010826,              0.0010826,              0.0010826
                    141,                0.62365,                0.40627,                0.87764,                0.92945,                  0.875,                   0.93,                0.56707,                  1.369,                0.73197,                 1.3654,               0.001076,               0.001076,               0.001076
                    142,                0.63524,                0.42359,                0.85946,                 0.9372,                0.93296,                0.96486,                0.58077,                 1.3417,                0.69466,                 1.3351,              0.0010694,              0.0010694,              0.0010694
                    143,                0.63565,                0.41038,                 0.8773,                0.93734,                0.93509,                0.95513,                0.59345,                 1.3804,                0.65943,                 1.3509,              0.0010628,              0.0010628,              0.0010628
                    144,                0.64493,                0.44875,                0.87315,                0.93279,                 0.9375,                0.95055,                0.58903,                 1.3443,                0.61753,                 1.3264,              0.0010562,              0.0010562,              0.0010562
                    145,                0.63916,                0.41495,                0.87206,                0.93562,                 0.9375,                0.96167,                0.58802,                 1.3772,                0.65888,                 1.3596,              0.0010496,              0.0010496,              0.0010496
                    146,                0.65235,                0.43246,                0.87818,                0.92624,                 0.9375,                0.95587,                0.60791,                 1.3777,                0.65589,                 1.3723,               0.001043,               0.001043,               0.001043
                    147,                0.61721,                0.40431,                0.87394,                0.93162,                 0.9375,                0.96313,                0.58172,                  1.431,                0.65537,                 1.3654,              0.0010364,              0.0010364,              0.0010364
                    148,                0.62942,                0.42896,                 0.8723,                 0.9345,                 0.9375,                 0.9624,                0.55256,                 1.5119,                0.64443,                 1.4048,              0.0010298,              0.0010298,              0.0010298
                    149,                0.63091,                0.40691,                0.88359,                0.93412,                 0.9375,                0.96301,                0.56882,                 1.3929,                0.65895,                 1.3809,              0.0010232,              0.0010232,              0.0010232
                    150,                0.68993,                0.44522,                0.88095,                0.93414,                 0.9375,                0.93937,                0.59314,                 1.3442,                0.61355,                 1.3732,              0.0010166,              0.0010166,              0.0010166
                    151,                0.64741,                   0.44,                0.88159,                0.93448,                 0.9375,                0.94434,                0.59914,                 1.3488,                0.64627,                  1.356,                0.00101,                0.00101,                0.00101
                    152,                 0.6496,                0.43068,                0.88509,                0.93657,                 0.9375,                0.94442,                0.59426,                 1.3441,                0.67908,                 1.3586,              0.0010034,              0.0010034,              0.0010034
                    153,                 0.6609,                0.43367,                0.88524,                0.93736,                 0.9375,                0.95708,                0.57883,                 1.4271,                0.66182,                  1.376,              0.0009968,              0.0009968,              0.0009968
                    154,                0.67265,                0.43538,                0.86797,                0.92517,                      1,                0.95853,                0.55853,                 1.4506,                0.68671,                 1.3613,              0.0009902,              0.0009902,              0.0009902
                    155,                0.66219,                0.42976,                 0.8723,                0.86718,                 0.9375,                0.90661,                0.56172,                 1.4676,                0.68113,                 1.3318,              0.0009836,              0.0009836,              0.0009836
                    156,                0.61032,                0.42241,                 0.8682,                0.88861,                0.99733,                0.96261,                0.54769,                  1.477,                0.67202,                 1.3566,               0.000977,               0.000977,               0.000977
