                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.84852,                0.58098,                0.86902,                 0.8316,                0.83333,                0.86095,                0.42602,                 1.6967,                0.89434,                 1.1763,              0.0009902,              0.0009902,              0.0009902
                    155,                0.83234,                0.53193,                0.87134,                 0.8913,                0.83333,                  0.847,                0.45411,                 1.6178,                0.85889,                 1.1668,              0.0009836,              0.0009836,              0.0009836
                    156,                0.82329,                0.55437,                0.87351,                0.86451,                0.83333,                0.84736,                0.44211,                 1.7289,                0.89645,                  1.213,               0.000977,               0.000977,               0.000977
                    157,                0.78637,                0.57998,                0.85707,                0.86451,                0.83333,                0.84736,                0.44211,                 1.7289,                0.89645,                  1.213,              0.0009704,              0.0009704,              0.0009704
                    158,                0.68631,                0.55299,                 0.8661,                0.87507,                0.83333,                0.84633,                0.41372,                 1.8817,                0.97794,                 1.3336,              0.0009638,              0.0009638,              0.0009638
                    159,                0.87561,                0.59301,                 0.8669,                0.90166,                0.83333,                0.84495,                0.38178,                 1.9845,                 1.0048,                 1.4065,              0.0009572,              0.0009572,              0.0009572
                    160,                0.78928,                0.55686,                0.85148,                0.88248,                0.83333,                0.84603,                0.40448,                  1.963,                0.99501,                 1.3738,              0.0009506,              0.0009506,              0.0009506
                    161,                0.67838,                0.50197,                0.84888,                0.88248,                0.83333,                0.84603,                0.40448,                  1.963,                0.99501,                 1.3738,               0.000944,               0.000944,               0.000944
                    162,                0.75561,                0.54516,                0.88035,                0.82735,                0.83333,                0.84907,                0.40427,                 1.8657,                 1.0208,                  1.289,              0.0009374,              0.0009374,              0.0009374
                    163,                 0.6507,                0.52714,                 0.8554,                0.82462,                0.83333,                0.84775,                0.41837,                   1.78,                 1.0064,                 1.2228,              0.0009308,              0.0009308,              0.0009308
                    164,                0.77226,                 0.5246,                0.86933,                0.81799,                0.83333,                0.81942,                 0.3725,                 1.8058,                 1.0129,                 1.2362,              0.0009242,              0.0009242,              0.0009242
                    165,                0.67717,                0.51054,                0.82326,                0.81799,                0.83333,                0.81942,                 0.3725,                 1.8058,                 1.0129,                 1.2362,              0.0009176,              0.0009176,              0.0009176
                    166,                0.69855,                0.49621,                0.83177,                0.82137,                0.83333,                0.81983,                 0.3757,                 1.9831,                0.99816,                 1.3214,               0.000911,               0.000911,               0.000911
                    167,                0.71564,                0.53145,                0.82921,                 0.8223,                0.83333,                0.81867,                0.32705,                 2.1493,                 1.0657,                 1.4331,              0.0009044,              0.0009044,              0.0009044
                    168,                0.75018,                0.54149,                0.82878,                0.82155,                0.83333,                0.81451,                0.33365,                 2.2253,                 1.1215,                 1.5036,              0.0008978,              0.0008978,              0.0008978
                    169,                0.87752,                0.57137,                0.86949,                0.82155,                0.83333,                0.81451,                0.33365,                 2.2253,                 1.1215,                 1.5036,              0.0008912,              0.0008912,              0.0008912
                    170,                0.76523,                0.55156,                0.87266,                 0.8189,                0.83333,                0.82754,                0.34629,                 2.2031,                  1.112,                 1.4875,              0.0008846,              0.0008846,              0.0008846
                    171,                0.67267,                0.51313,                0.86785,                0.82301,                0.83333,                  0.855,                0.39734,                 2.1261,                 1.1117,                 1.3725,               0.000878,               0.000878,               0.000878
                    172,                0.70771,                0.58249,                0.88381,                0.83203,                0.83333,                0.85155,                0.42327,                 2.0222,                0.99798,                 1.2921,              0.0008714,              0.0008714,              0.0008714
                    173,                0.78629,                0.57023,                0.84746,                0.83203,                0.83333,                0.85155,                0.42327,                 2.0222,                0.99798,                 1.2921,              0.0008648,              0.0008648,              0.0008648
                    174,                0.73099,                 0.5172,                0.84291,                0.87497,                0.83333,                0.84075,                0.42122,                  1.924,                0.98248,                 1.2445,              0.0008582,              0.0008582,              0.0008582
